chromosome	position
6	161369509
6	161452543
6	161454721
6	161464955
6	161658132
6	161728913
6	161874523
6	161894583
6	161966334
6	162025881
6	162288778
6	162383578
6	162480132
6	162643617
6	162646475
6	162674667
6	162692208
6	162918042
6	163403214
6	163630212
6	163665243
6	163666608
6	164559683
6	164560470
6	164645749
6	164658172
6	165140693
6	165247469
6	165486118
6	165582394
6	166168043
6	166464651
6	166471175
6	166624344
6	166629419
6	166631020
6	166631089
6	166828427
6	167325854
6	169103335
6	168979046
6	168829324
6	168826075
6	168780812
6	168689906
6	168442175
6	168432149
6	168356835
6	168185310
6	168183186
6	168183157
6	167982389
6	167863378
6	167764604
6	167604464
6	167691333
6	167702389
7	32899
7	174227
7	773148
7	726534
7	729175
7	955291
7	957245
7	988177
7	1138277
7	1147620
7	1222611
7	1226773
7	1231640
7	1289663
7	1928844
7	1975989
7	1979451
7	1979475
7	2133651
7	2461393
7	2616628
7	2747585
7	3000255
7	3004127
7	3073422
7	3074900
7	3162736
7	3170026
7	3194227
7	3186207
7	3567383
7	3588989
7	3598960
7	3663038
7	3664622
7	3665397
7	3666976
7	3669050
7	3670702
7	3670926
7	3671156
7	3824391
7	3892964
7	4029714
7	4064768
7	4064919
7	4680339
7	5134710
7	5145895
7	5526782
7	5520342
7	5516475
7	5773319
7	5797588
7	5978305
7	6069661
7	6127634
7	6298416
7	6550521
7	7011078
7	7148889
7	7162691
7	7167361
7	7270005
7	7419250
7	7450334
7	7450495
7	7524272
7	7917305
7	7955099
7	8058744
7	8061708
7	8177840
7	8178046
7	8178843
7	8219303
7	8687081
7	8845552
7	8929809
7	9200919
7	9259475
7	9344984
7	9361235
7	9363260
7	9363775
7	9528538
7	9531124
7	9538424
7	9590220
7	9916088
7	10070810
7	10163248
7	10367419
7	10899414
7	11335577
7	11335925
7	11336985
7	11670732
7	11799137
7	11804331
7	12212799
7	12248882
7	12274978
7	12458062
7	12458296
7	12523342
7	12573723
7	13065839
7	13171389
7	13172258
7	13174722
7	13176654
7	13206639
7	13206797
7	13349996
7	13406428
7	13406780
7	13407624
7	13846390
7	13959219
7	13980271
7	14617716
7	14606580
7	14886758
7	14905655
7	14916594
7	15156278
7	15157101
7	15157652
7	15214479
7	15321434
7	15322843
7	15328287
7	15330090
7	15330133
7	15332232
7	15338682
7	15381216
7	15416447
7	15467062
7	15471026
7	15543799
7	15660185
7	15661570
7	15833885
7	16191261
7	16277214
7	16277176
7	16277013
7	16343871
7	16466667
7	16666799
7	16842964
7	16843187
7	16994901
7	16994944
7	16995060
7	16997943
7	16998265
7	17000229
7	17143015
7	17246760
7	17254696
7	17309059
7	17313473
7	17478189
7	17479076
7	17486592
7	17693493
7	17716267
7	17889236
7	18138833
7	18473440
7	18609721
7	18610469
7	18610559
7	18612955
7	18625256
7	19055024
7	19053019
7	19052980
7	19073167
7	19083078
7	19089000
7	19258957
7	19347165
7	19354784
7	19442489
7	19442512
7	19965714
7	19826216
7	20202164
7	20240998
7	20551013
7	20584652
7	20689573
7	20627726
7	20621803
7	20854567
7	20894070
7	20891611
7	21149661
7	21123106
7	21188966
7	21189162
7	21197032
7	21509620
7	21514201
7	21869640
7	22014616
7	22160978
7	22261393
7	22502425
7	22509484
7	22518490
7	22519047
7	22525670
7	22526569
7	22626919
7	22627273
7	22628358
7	22683167
3	84904947
3	84909492
3	85057283
3	85057381
7	23534528
7	23536387
7	23537714
7	23717571
7	23763940
7	23917823
7	23951368
7	23952858
7	24411218
7	24563199
7	24691976
7	24717076
7	24717398
7	24728379
7	24795393
7	24819443
7	25090303
7	25493811
7	25499890
7	25505720
7	25506080
7	25506831
7	25507942
7	25508603
7	25508632
7	25657115
7	25804557
7	25816964
7	26153406
7	26451809
7	26454501
7	26489131
7	26492596
7	26864427
7	27009126
7	27027661
7	27027693
7	27030625
7	27031541
7	27308864
7	27308943
7	27312619
7	27340781
7	27397899
7	27420345
7	27480166
7	27543335
7	27593951
7	27765117
7	27804588
7	28012903
7	28010483
7	28008677
7	27978520
7	28360089
7	28399749
7	28588771
7	28590239
7	28792825
7	28859205
7	29053955
7	29168190
7	29172202
7	29172265
7	29172332
7	29172552
7	29197294
7	29197569
7	29267917
7	29397140
7	29529820
7	29530385
7	29535605
7	29542753
7	29549801
7	29552705
7	29560271
7	29655541
7	30506053
7	30664165
7	30669618
7	30878043
7	30875121
7	30969451
7	31086366
7	31304260
7	31305158
7	31305602
7	31521273
7	31558239
7	31558527
7	31732856
7	31769901
7	31777775
7	31777831
7	31778499
7	31909565
7	31911455
7	31912302
7	32007829
7	32244277
7	32246411
7	32249242
7	32251321
7	32258400
7	32264151
7	32273608
7	32281600
7	32281694
7	32478358
7	32632432
7	32632766
7	32632794
7	32633059
7	33002228
7	33523958
7	33526068
7	33694354
7	33915862
7	33950296
7	34141494
7	34171694
7	34171980
7	34172216
7	34172321
7	34174513
7	34178374
7	34180139
7	34181193
7	34185876
7	34634253
7	34635396
7	34635436
7	34926535
7	35007390
7	35008402
7	35080464
7	35080499
7	35081675
7	35082006
7	35082315
7	35082734
7	35100502
7	35162873
7	36014368
7	36017431
7	36217394
7	36208843
7	36403099
7	36505187
7	36507799
7	36531305
7	36544793
7	36544824
7	36551795
7	36558700
7	36622130
7	36624405
7	36624447
7	36624771
7	36630011
7	36630052
7	36635286
7	36725971
7	36725673
7	36690752
7	36862533
7	36867111
7	36867643
7	37075835
7	37258725
7	37256811
7	37255791
7	37252556
7	37842765
7	38479061
7	38659479
7	38665813
7	38896014
7	38898534
7	38899761
7	38903579
7	39125784
7	39125424
7	39180458
7	39183191
7	39220104
7	39220198
7	39220462
7	39220848
7	39458361
7	39470971
7	39506033
7	39593449
7	39628924
7	39638648
7	39640404
7	39644521
7	39644542
7	39693154
7	39866162
7	40308283
7	40307903
7	40326699
7	40379269
7	40412554
7	40568977
7	40570568
7	40570754
7	40572285
7	40579599
7	40584099
7	40617214
7	41053667
7	41055009
7	41170942
7	41148626
7	41418768
7	41419014
7	41462864
7	41490888
7	41732136
7	41731951
7	41792166
7	41792195
7	41792257
7	41993870
7	42216758
7	42216360
7	42216334
7	42214700
7	42213121
7	42226480
7	42302303
7	42478671
7	42478978
7	42480929
7	42630695
7	42659384
7	42804570
7	42957884
7	42998976
7	43131809
7	43134109
7	43327935
7	43414703
7	43421550
7	43525552
7	43554826
7	43573953
7	43707645
7	43705606
7	44037523
7	44137688
7	44138221
7	44138721
7	44179133
7	44168303
7	44285358
7	44288289
7	44290242
7	44366480
7	44389799
7	44690934
7	45117699
7	45121582
7	45125673
7	45150258
7	45385615
7	45566722
7	45567142
7	45655634
7	45674517
7	45758758
7	45721991
7	46187358
7	46243981
7	46213540
7	46303174
7	46246881
7	46336971
7	46481989
7	46610831
7	46621891
7	46654445
7	46663633
7	47397254
7	47533418
7	47574920
7	47574890
7	47572968
7	47724367
7	47749540
7	47925133
7	47925451
7	47928542
7	47937586
7	47936938
7	48037827
7	48037852
7	48048406
7	48051336
7	48424291
7	48551287
7	48540127
7	48539931
7	48632651
7	49020436
7	49020468
7	49099759
7	49106665
7	49149516
7	49185374
7	49230401
7	49633906
7	49732128
7	49960472
7	50013541
7	50013711
7	50085519
7	50126632
7	50145644
7	50149651
7	50154171
7	50367736
7	50478212
7	50480381
7	50503426
7	50518631
7	50521609
7	50591760
7	51038267
7	51032109
7	51031488
7	51028864
7	51166386
7	51166895
7	51469032
7	51471492
7	53125511
7	53281316
7	53285454
7	53347068
7	53466649
7	53490364
7	54195456
7	54196673
7	54325586
7	54325524
7	54364789
7	54329317
7	54484556
7	54505593
7	54628423
7	51645966
7	51650302
7	51721466
7	51806575
7	51872935
7	51963962
7	51964477
7	51965002
7	51978220
7	51981502
7	51997363
7	51999625
7	52054146
7	52054722
7	52411888
7	52488105
7	52755181
7	52756614
7	68866257
7	69748130
7	69748814
7	69761882
7	70244011
7	70712401
7	70712557
7	70758391
7	70803833
7	71199010
7	71305406
7	71390787
7	71463193
7	71624904
7	71668158
7	72220603
7	73026495
7	73440183
7	73588059
7	74114233
7	74117551
7	74124851
7	74261337
7	74882072
7	74882236
7	74885006
7	74885029
7	74885157
7	74885637
7	74886069
7	74886387
7	74888277
7	75489466
7	75571503
7	75580919
7	75643832
7	75643983
7	75678393
7	75749010
7	75903173
7	75985070
7	76285533
7	76285784
7	76300893
7	76397898
7	76539350
7	76541692
7	76545747
7	76555404
7	77082796
7	77176908
7	77308508
7	77308748
7	77594401
7	77600239
7	77600319
7	78280441
7	78313864
7	78361592
7	78675031
7	78722037
7	78782557
7	78785124
7	78785194
7	78785391
7	78790646
7	78807750
7	78808679
7	78812308
7	78906658
7	78909468
7	79010934
7	79010882
7	79010824
7	79010504
7	79008298
7	79057337
7	79100213
7	79101130
7	79101166
7	79267049
7	79332832
7	79361573
7	79377933
7	79487717
7	79560286
7	79576986
7	79710949
7	79970068
7	79970962
7	79971005
7	79971228
7	79975418
7	80021844
7	80177273
7	80252727
7	80685454
7	80799838
7	81264763
7	81273712
7	81274331
7	81618468
7	82320818
7	82320869
7	82321097
7	82323287
7	82328592
7	82333657
7	82408285
7	83042449
7	83144343
7	83147843
7	83147864
7	83269381
7	83271325
7	83433568
7	83936319
7	84124234
7	84162113
7	84176158
7	84176300
7	84279130
7	84368559
7	84488991
7	84502966
7	84503745
7	84540171
7	84543673
7	84703477
7	84703674
7	84708793
7	84711913
7	84714778
7	84814119
7	84861416
7	84957028
7	85005015
7	85162888
7	85580806
7	85581274
7	85637375
7	85638029
7	85638939
7	85722741
7	85883045
7	86018931
7	86061473
7	86089846
7	86092461
7	86190376
7	86195741
7	86427559
7	86731047
7	86732735
7	86745164
7	86885461
7	86892855
7	86918213
7	86918335
7	86951134
7	87058331
7	87192952
7	87192984
7	87195090
7	87513908
7	88103608
7	88108166
7	88111099
7	88117136
7	88124980
7	88519163
7	88527393
7	88736562
7	88737030
7	88737109
7	89033210
7	89036166
7	89051698
7	89095247
7	89143606
7	89310878
7	89311333
7	89311400
7	89318132
7	89318223
7	89318955
7	89324821
7	89416089
7	89431440
7	89437774
7	89438546
7	89660505
7	89711996
7	91364812
7	91365681
7	91517012
7	91517063
7	91544679
7	91684720
7	91704452
7	91720487
7	91973160
7	91973205
7	91973375
7	92083618
7	92083857
7	92085014
7	92085987
7	92086531
7	92088436
7	92199093
7	92275619
7	92311247
7	92335440
7	92335869
7	92650255
7	92725739
7	92726573
7	92941779
7	92943233
7	93278387
7	93225790
7	93389936
7	93369140
7	93547910
7	93685743
7	93960687
7	93960778
7	93961101
7	93962020
7	94019643
7	94023507
7	94023881
7	94025104
7	94027645
7	94202221
7	94235783
7	94235834
7	94236294
7	94238156
7	94512177
7	94520442
7	94645635
7	94655798
7	94663365
7	95087593
7	95099031
7	95099402
7	95247949
7	95300175
7	95348493
7	95447274
7	95539082
7	95778678
7	95820636
7	96015442
7	96017032
7	96045269
7	96287380
7	96710887
7	96715222
7	96847179
7	96847236
7	96847624
7	97023917
7	97097431
7	97169236
7	97164327
7	97163285
7	97162996
7	97162736
7	97337447
7	97341571
7	97346739
7	97617548
7	97617581
7	97624340
7	97624384
7	97880895
7	97881120
7	98112293
7	98246289
7	62624031
7	62624453
7	62708853
7	62818960
7	62947008
7	62974599
7	62976805
7	62991477
7	63000953
7	63025170
7	63025403
7	63314087
7	63608134
7	63760080
7	63903469
7	63976081
7	64134281
7	64134438
7	64183217
7	64270106
7	64394552
7	64702091
7	64977287
7	65208753
7	65209235
7	65242904
7	65404276
7	65758465
7	65974796
7	65999056
7	66432828
7	66576364
7	66608213
7	66709792
7	66830023
7	66830610
7	66942573
7	67019022
7	67050915
7	67130088
7	67178806
7	67572437
7	67572689
7	67745153
7	98417619
7	98417744
7	98564333
7	98565443
7	98565464
7	98567176
7	98570046
7	98595319
7	98819147
7	98843238
7	98855618
7	99060088
7	99089970
7	99206517
7	99297615
7	99299276
7	99303395
7	99384818
7	99541343
7	99541472
7	99644774
7	99644797
7	99700118
7	99812557
7	99893203
7	99893969
7	99894073
7	99894288
7	99894530
7	99955636
7	100005800
7	100035343
7	100323639
7	100475771
7	100622093
7	100689271
7	100690131
7	100797038
7	100797113
7	100877500
7	100883569
7	100883602
7	100887936
7	100958541
7	100972345
7	100974020
7	101576864
7	101585302
7	101660862
7	101742073
7	101841186
7	101840046
7	101818686
7	101818615
7	101886403
7	101889994
7	101890769
7	101902332
7	101947827
7	102014729
7	102139583
7	102171343
7	102178828
7	102396191
7	102403572
7	102405913
7	102405972
7	102406989
7	102415407
7	102566973
7	102568743
7	102569314
7	102759931
7	102869329
7	102869351
7	103018433
7	103277643
7	103280006
7	103297625
7	103297778
7	103306767
7	103504764
7	103506086
7	103509713
7	103626333
7	103626445
7	103635760
7	103635947
7	103663677
7	103666932
7	103878615
7	103878796
7	103880315
7	103946899
7	103957086
7	103989633
7	104175956
7	104262821
7	104879975
7	104885711
7	104887931
7	104981268
7	105005454
7	105057954
7	105057981
7	105065254
7	105065293
7	105065455
7	105067196
7	105221578
7	105235459
7	105355299
7	105361519
7	105367170
7	105378266
7	105382728
7	105383142
7	105383311
7	105383416
7	105383504
7	105383655
7	105621445
7	105625964
7	105627292
7	105695191
7	105764647
7	105908222
7	106035614
7	106121108
7	106326475
7	106332162
7	106355842
7	106358652
7	106445993
7	106446015
7	106467131
7	106490339
7	106633789
7	106638282
7	106638931
7	106784792
7	106955171
7	106994194
7	106998697
7	106998922
7	107231591
7	107232489
7	107232598
7	107234123
7	107237942
7	107361103
7	107361448
7	107368978
7	107376175
7	107458000
7	107453157
7	107445409
7	107394379
7	107650274
7	107649652
7	107819811
7	107858540
7	107858365
7	108322391
7	108482809
7	108699224
7	108789974
7	108844035
7	108857821
7	108858169
7	109056890
7	109054487
7	109052984
7	109150012
7	109253351
7	109323330
7	109326815
7	109327377
7	109344519
7	109535093
7	109540133
7	109544586
7	109740278
7	109729095
7	109725961
7	109723272
7	109721867
7	109911032
7	109950398
7	110056717
7	110057135
7	110057303
7	110282425
7	110282502
7	110298844
7	110301683
7	110555646
7	110654945
7	110785450
7	110907343
7	110911892
7	110930219
7	110984511
7	110986388
7	111123386
7	111129944
7	111130665
7	111341996
7	111662608
7	111664419
7	111665805
7	111665957
7	111666306
7	111667028
7	111732251
7	111733536
7	111993345
7	111993453
7	112027292
7	112143382
7	112198396
7	112219778
7	112421906
7	112632458
7	112633251
7	112758679
7	112763230
7	112874380
7	112875653
7	112938026
7	112972092
7	112980785
7	112982041
7	112982079
7	112983789
7	113080168
7	113150764
7	113153496
7	113164097
7	113164303
7	113164594
7	113637756
7	114390092
7	115085933
7	115094721
7	115108421
7	115107967
7	115181654
7	115184815
7	115185293
7	115185993
7	115277529
7	115285096
7	115286328
7	115310833
7	115550090
7	115691953
7	115968742
7	115968822
7	116022211
7	116023378
7	116075524
7	116075553
7	116075601
7	116076056
7	116177028
7	116279094
7	116288821
7	116371419
7	116375254
7	116382352
7	116382412
7	116395298
7	116396007
7	116518649
7	116620955
7	117260892
7	117303186
7	117304068
7	117375677
7	117518072
7	117519226
7	117543205
7	117729993
7	117844767
7	118305015
7	118312766
7	118403535
7	118427588
7	118426022
7	118517540
7	118677508
7	118810813
7	118893889
7	118910689
7	119165628
7	119255159
7	119596977
7	119597431
7	119617887
7	119799049
7	119923759
7	119963965
7	119963993
7	119973922
7	119974860
7	119976308
7	120107334
7	120110709
7	120203737
7	120205429
7	120348289
7	120348334
7	120352276
7	120557862
7	120557916
7	120558184
